author_channel_id,community_id,community_size,grado_aa,author_name,n_comentarios,n_videos
UCr1emrogPKkKTs_WTtx71xg,1,126,127,@domingopeneleu6457,1.0,1.0
UCrJn_rbo_ENAdeqneS-RmRw,1,126,127,@josecarrera9623,2.0,1.0
UCrqXyRsg-_hTosURZ-uvoKg,6,18,17,@flornolberto2425,1.0,1.0
UCsGoJEvb-cFPZ2rWoJcXzEQ,3,55,48,@sergiohinestroza9709,1.0,1.0
UCsJJAvrVGupdmhOqgtDp8dg,1,126,127,@nestorlorenzana1168,1.0,1.0
UCsSXdJct-nsS8DsABoEsaYA,1,126,127,@IvánPérez-j4j,1.0,1.0
UCsUCN0Yq_UyTvKjOJLmNrnQ,1,126,133,@moisesvaldez4043,2.0,2.0
UCs_5qeqdku9tGAq22y3OcuQ,5,25,24,@alexandrevasquez4135,1.0,1.0
UCsjs5Hp_r86x1xbK6FAeqaA,1,126,127,@alvaroesquivel563,1.0,1.0
UCtCtts20bW6F9CSohau51Iw,2,61,31,@carlosgranados9875,2.0,1.0
UCtMBF_1O2jY2INlb_luuB_A,5,25,24,@mynorgudiel8646,1.0,1.0
UCtNfIBnc5S5DbbQj_yxgJTw,1,126,127,@JosueRamirez-ey3ih,1.0,1.0
UCtNyHmRZtvGF2hSvI2dUBWw,2,61,18,@aureliomaldonado4793,2.0,1.0
UCtUR3_CAiE7fCoZHM6cMfyQ,1,126,127,@mdelcid01,1.0,1.0
UCtiHFjFu7d5v2XxHnKFUYig,6,18,17,@Paul-gf7ec,1.0,1.0
UCtowGNY2lnlg6O2CkwDgkLg,8,4,3,@taniagabrielacelis8434,1.0,1.0
UCtsxPYw8VUsH_FfnKg-0lmw,2,61,31,@AlejandroPérez-b6r,1.0,1.0
UCu8_3-Wg-YzNyvHYQDEscfw,3,55,48,@RolandoCastroPérez-d7y,1.0,1.0
UCuP4UK33HKtJE_S39ksmaTw,2,61,18,@herbertaguilar1387,1.0,1.0
UCuXmOjxC-htcprLgeVXz6Tg,3,55,48,@jorgeaguilar-bq3uj,1.0,1.0
UCueV9cTyTDwgQSec1x2dYgA,1,126,127,@fredydomingo7062,1.0,1.0
UCujPF2nBgsTD62nWE3lcpIg,1,126,127,@victorarturoruanobautista7588,1.0,1.0
UCusjriFsDHEc2AOjqk-p5ig,2,61,18,@pablobarrios7931,1.0,1.0
UCut6b9S98nv84cVX89PmKzA,1,126,127,@yeniferaguirre4498,2.0,1.0
UCvApqeCbLod-wejtT4CcVuA,1,126,127,@davidgaher9550,1.0,1.0
UCvDwJBBY1mHK70aTEYl6rsA,2,61,31,@cristianescobedo8296,1.0,1.0
UCvcu1kR8xMYy_I1Ty-2mV2Q,4,28,28,@hashojea7348,4.0,3.0
UCvl1tzQeBeGy6efPTRJXSCw,2,61,12,@RaulPerez-cw2vi,1.0,1.0
UCwCfs-2zbD5k0lG-UVg_JBw,2,61,12,@JessicaHuaz-96,1.0,1.0
UCwEe1RKlEv1UpNWmWYfSh4w,4,28,15,@marioramirez299,1.0,1.0
UCwO2SXr0ggzwg6QWWrr01nQ,1,126,127,@ricardofigueroa5720,1.0,1.0
UCwUAv3_LpWVtTIi7lkmTL7A,5,25,24,@kingr4706,1.0,1.0
UCwW2OFy95P7ZBkOPxWkpvYg,1,126,127,@TeresaLucero-b5o,2.0,1.0
UCwgCc9Jd_gG-uLE_SY-FfPg,3,55,48,@armindapenados2841,1.0,1.0
UCwha8rxULYMVtNwZWeSkE1A,1,126,127,@mariasamo8637,1.0,1.0
UCwjUvRseNtJoItylIyIez7Q,3,55,48,@Silviazea,1.0,1.0
UCwxoKK59nGCeBqB2sXfDBIw,2,61,31,@vic-bonivideos,1.0,1.0
UCxKR3RA8T-kxMgq_2WWhRcQ,5,25,24,@elenaluarca9377,1.0,1.0
UCxcoDvP-g2_KTZDmVZtvb3w,4,28,15,@angelmartinez9523,1.0,1.0
UCxff05WuyvwELNITi7bj7UA,1,126,127,@markoherrera,1.0,1.0
UCxhtlxPV8AYWaNNyU6S9H8Q,6,18,17,@WilR-s8r,1.0,1.0
UCyJhqmMbsvjpoarBBStA2kg,2,61,31,@Murmullodelbarrio,6.0,1.0
UCySYJU5kUh7X8gVt9la2ISA,1,126,127,@dantesarti4351,1.0,1.0
UCyW68EGZey4ao_Vf2cR5Ztg,4,28,5,@ZabalaXabier,1.0,1.0
UCylqlpsh8ENNM1LqgQ1KbxA,3,55,174,@Jel.Awesh.M,3.0,2.0
UCyor0Mmm0ivLX2jIdyGp84Q,10,2,1,@MiguelJordan-n3g,1.0,1.0
UCyzf29IYjNw67gGIfsjgtxA,5,25,24,@carlosoliva9249,1.0,1.0
UCz3gu01bmjNv0DpRq-K3XYg,1,126,127,@eusebiovasquez4385,2.0,1.0
UCzSfZlOVxBSs5ObD25ywxDQ,1,126,127,@GilmarMaldonado-q9m,1.0,1.0
UCzZ6dDCEsLMXbc5pCFXIprw,2,61,49,@josegil3813,2.0,2.0
UCzoL2l5H5eVlorWGH8AZfAg,1,126,127,@jor77cas,1.0,1.0
