id,bipartite,tipo,nombre,n_comentarios,n_videos,titulo,canal,categoria
UCnU8wO1OurAmGstDw6VGjgQ,autor,autor,@cmorera21,1.0,1.0,,,
UCoGdCoJg2Lh0OX_jv6cG16g,autor,autor,@Israel-u5i7i,2.0,1.0,,,
UColMq7LmaoY3MT6aIDGrGvA,autor,autor,@quijotachapina1,1.0,1.0,,,
UCozFYHN0e_-vlQbX3wQGOug,autor,autor,@jesusguzman2321,1.0,1.0,,,
UCp29O_C7cchZV8IxV7Crdag,autor,autor,@robertoescobar5507,2.0,1.0,,,
UCp4iw5_5SmV9VGTFSNVGOmQ,autor,autor,@CARLOSSTREMS51,1.0,1.0,,,
UCpIdtvoFHVLGASGB5ySqIEA,autor,autor,@VidalVillatoro-p4w,1.0,1.0,,,
UCp_dAUfv8i3LW3zWc24dLaQ,autor,autor,@MarioCortez-o6v,1.0,1.0,,,
UCpe5jW3MIqkgTJ-PgkzvM6Q,autor,autor,@carloslam5333,1.0,1.0,,,
UCpl8rF8uv_8uui-QRvuJaRA,autor,autor,@SergioGarcia-z9c,1.0,1.0,,,
UCplrIQtaPj6au60_f2-mOYw,autor,autor,@romeolopezherrarte799,1.0,1.0,,,
UCpsKOkt5iWTbenzeuq7dsmQ,autor,autor,@inge_vergueta,3.0,3.0,,,
UCq3mDTTRZnUybct5M9OSXbg,autor,autor,@MacoMorales-i2i2d,1.0,1.0,,,
UCqCrvuoJpC-aVb0f4logQRQ,autor,autor,@Lyrics_GT,1.0,1.0,,,
UCqilIa8r7iek5sGYg_q6ofA,autor,autor,@rolandojuchuna484,1.0,1.0,,,
UCql1n3Ey6ULMSOACjMe-fxQ,autor,autor,@RolandoGonzalez-o7g,1.0,1.0,,,
UCr1emrogPKkKTs_WTtx71xg,autor,autor,@domingopeneleu6457,1.0,1.0,,,
UCrJn_rbo_ENAdeqneS-RmRw,autor,autor,@josecarrera9623,2.0,1.0,,,
UCrqXyRsg-_hTosURZ-uvoKg,autor,autor,@flornolberto2425,1.0,1.0,,,
UCsGoJEvb-cFPZ2rWoJcXzEQ,autor,autor,@sergiohinestroza9709,1.0,1.0,,,
UCsJJAvrVGupdmhOqgtDp8dg,autor,autor,@nestorlorenzana1168,1.0,1.0,,,
UCsSXdJct-nsS8DsABoEsaYA,autor,autor,@IvánPérez-j4j,1.0,1.0,,,
UCsUCN0Yq_UyTvKjOJLmNrnQ,autor,autor,@moisesvaldez4043,2.0,2.0,,,
UCs_5qeqdku9tGAq22y3OcuQ,autor,autor,@alexandrevasquez4135,1.0,1.0,,,
UCsjs5Hp_r86x1xbK6FAeqaA,autor,autor,@alvaroesquivel563,1.0,1.0,,,
UCtCtts20bW6F9CSohau51Iw,autor,autor,@carlosgranados9875,2.0,1.0,,,
UCtMBF_1O2jY2INlb_luuB_A,autor,autor,@mynorgudiel8646,1.0,1.0,,,
UCtNfIBnc5S5DbbQj_yxgJTw,autor,autor,@JosueRamirez-ey3ih,1.0,1.0,,,
UCtNyHmRZtvGF2hSvI2dUBWw,autor,autor,@aureliomaldonado4793,2.0,1.0,,,
UCtUR3_CAiE7fCoZHM6cMfyQ,autor,autor,@mdelcid01,1.0,1.0,,,
UCtiHFjFu7d5v2XxHnKFUYig,autor,autor,@Paul-gf7ec,1.0,1.0,,,
UCtowGNY2lnlg6O2CkwDgkLg,autor,autor,@taniagabrielacelis8434,1.0,1.0,,,
UCtsxPYw8VUsH_FfnKg-0lmw,autor,autor,@AlejandroPérez-b6r,1.0,1.0,,,
UCu8_3-Wg-YzNyvHYQDEscfw,autor,autor,@RolandoCastroPérez-d7y,1.0,1.0,,,
UCuP4UK33HKtJE_S39ksmaTw,autor,autor,@herbertaguilar1387,1.0,1.0,,,
UCuXmOjxC-htcprLgeVXz6Tg,autor,autor,@jorgeaguilar-bq3uj,1.0,1.0,,,
UCueV9cTyTDwgQSec1x2dYgA,autor,autor,@fredydomingo7062,1.0,1.0,,,
UCujPF2nBgsTD62nWE3lcpIg,autor,autor,@victorarturoruanobautista7588,1.0,1.0,,,
UCusjriFsDHEc2AOjqk-p5ig,autor,autor,@pablobarrios7931,1.0,1.0,,,
UCut6b9S98nv84cVX89PmKzA,autor,autor,@yeniferaguirre4498,2.0,1.0,,,
UCvApqeCbLod-wejtT4CcVuA,autor,autor,@davidgaher9550,1.0,1.0,,,
UCvDwJBBY1mHK70aTEYl6rsA,autor,autor,@cristianescobedo8296,1.0,1.0,,,
UCvcu1kR8xMYy_I1Ty-2mV2Q,autor,autor,@hashojea7348,4.0,3.0,,,
UCvl1tzQeBeGy6efPTRJXSCw,autor,autor,@RaulPerez-cw2vi,1.0,1.0,,,
UCwCfs-2zbD5k0lG-UVg_JBw,autor,autor,@JessicaHuaz-96,1.0,1.0,,,
UCwEe1RKlEv1UpNWmWYfSh4w,autor,autor,@marioramirez299,1.0,1.0,,,
UCwO2SXr0ggzwg6QWWrr01nQ,autor,autor,@ricardofigueroa5720,1.0,1.0,,,
UCwUAv3_LpWVtTIi7lkmTL7A,autor,autor,@kingr4706,1.0,1.0,,,
UCwW2OFy95P7ZBkOPxWkpvYg,autor,autor,@TeresaLucero-b5o,2.0,1.0,,,
UCwgCc9Jd_gG-uLE_SY-FfPg,autor,autor,@armindapenados2841,1.0,1.0,,,
UCwha8rxULYMVtNwZWeSkE1A,autor,autor,@mariasamo8637,1.0,1.0,,,
UCwjUvRseNtJoItylIyIez7Q,autor,autor,@Silviazea,1.0,1.0,,,
UCwxoKK59nGCeBqB2sXfDBIw,autor,autor,@vic-bonivideos,1.0,1.0,,,
UCxKR3RA8T-kxMgq_2WWhRcQ,autor,autor,@elenaluarca9377,1.0,1.0,,,
UCxcoDvP-g2_KTZDmVZtvb3w,autor,autor,@angelmartinez9523,1.0,1.0,,,
UCxff05WuyvwELNITi7bj7UA,autor,autor,@markoherrera,1.0,1.0,,,
UCxhtlxPV8AYWaNNyU6S9H8Q,autor,autor,@WilR-s8r,1.0,1.0,,,
UCyJhqmMbsvjpoarBBStA2kg,autor,autor,@Murmullodelbarrio,6.0,1.0,,,
UCySYJU5kUh7X8gVt9la2ISA,autor,autor,@dantesarti4351,1.0,1.0,,,
UCyW68EGZey4ao_Vf2cR5Ztg,autor,autor,@ZabalaXabier,1.0,1.0,,,
UCylqlpsh8ENNM1LqgQ1KbxA,autor,autor,@Jel.Awesh.M,3.0,2.0,,,
UCyor0Mmm0ivLX2jIdyGp84Q,autor,autor,@MiguelJordan-n3g,1.0,1.0,,,
UCyzf29IYjNw67gGIfsjgtxA,autor,autor,@carlosoliva9249,1.0,1.0,,,
UCz3gu01bmjNv0DpRq-K3XYg,autor,autor,@eusebiovasquez4385,2.0,1.0,,,
UCzSfZlOVxBSs5ObD25ywxDQ,autor,autor,@GilmarMaldonado-q9m,1.0,1.0,,,
UCzZ6dDCEsLMXbc5pCFXIprw,autor,autor,@josegil3813,2.0,2.0,,,
UCzoL2l5H5eVlorWGH8AZfAg,autor,autor,@jor77cas,1.0,1.0,,,
6W4u8sGEnGM,video,video,,,,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,Entertainment
OkXlHx0hx-8,video,video,,,,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,News & Politics
j43HgwYFKfk,video,video,,,,La cooptación de Walter Mazariegos en la USAC,Quorum,News & Politics
n8iP75gIpmw,video,video,,,,Qué rico come tu diputado,Quorum,News & Politics
b_Hkrkl3adA,video,video,,,,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,News & Politics
lj983NWyAQY,video,video,,,,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,News & Politics
PjmxCj-a9Hg,video,video,,,,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,Entertainment
06mFNPU0aB8,video,video,,,,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,News & Politics
is3Mk5oC19g,video,video,,,,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,News & Politics
ndAZjHqzzT8,video,video,,,,Internet: escoger el menos malo,Quorum,News & Politics
s0eco-BofOs,video,video,,,,¿Quiénes pagan más en Centroamérica?,Quorum,News & Politics
yLZS3JiEBg8,video,video,,,,Arroz con pollo a la MONOPOLIO,Quorum,News & Politics
WIUZtitfLRw,video,video,,,,Caminar en una ciudad hecha para carros,Quorum,News & Politics
JkpVO1hx2f8,video,video,,,,10 Preguntas a un año del Paro Nacional,Quorum,News & Politics
3Nfp9h5avBI,video,video,,,,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.,News & Politics
TT4qJ5FXHYE,video,video,,,,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,News & Politics
X_FAIef8qlE,video,video,,,,Cruzando la ciudad a puro Transmetro,Quorum,News & Politics
zweosulrwA8,video,video,,,,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,Quorum,Nonprofits & Activism
UhL9y3KUl8E,video,video,,,,SHAI WA: la vecina queer de Casa Presidencial,Quorum,News & Politics
