author_1,author_2,weight
UC3XTwHxygNCgjndsg-UiCQA,UCtNfIBnc5S5DbbQj_yxgJTw,1
UC3XTwHxygNCgjndsg-UiCQA,UCtUR3_CAiE7fCoZHM6cMfyQ,1
UC3XTwHxygNCgjndsg-UiCQA,UCueV9cTyTDwgQSec1x2dYgA,1
UC3XTwHxygNCgjndsg-UiCQA,UCujPF2nBgsTD62nWE3lcpIg,1
UC3XTwHxygNCgjndsg-UiCQA,UCut6b9S98nv84cVX89PmKzA,1
UC3XTwHxygNCgjndsg-UiCQA,UCvApqeCbLod-wejtT4CcVuA,1
UC3XTwHxygNCgjndsg-UiCQA,UCwO2SXr0ggzwg6QWWrr01nQ,1
UC3XTwHxygNCgjndsg-UiCQA,UCwW2OFy95P7ZBkOPxWkpvYg,1
UC3XTwHxygNCgjndsg-UiCQA,UCwha8rxULYMVtNwZWeSkE1A,1
UC3XTwHxygNCgjndsg-UiCQA,UCxff05WuyvwELNITi7bj7UA,1
UC3XTwHxygNCgjndsg-UiCQA,UCySYJU5kUh7X8gVt9la2ISA,1
UC3XTwHxygNCgjndsg-UiCQA,UCylqlpsh8ENNM1LqgQ1KbxA,1
UC3XTwHxygNCgjndsg-UiCQA,UCz3gu01bmjNv0DpRq-K3XYg,1
UC3XTwHxygNCgjndsg-UiCQA,UCzSfZlOVxBSs5ObD25ywxDQ,1
UC3XTwHxygNCgjndsg-UiCQA,UCzoL2l5H5eVlorWGH8AZfAg,1
UC3qn1yJA5PeW9rkGPatQxiw,UC4cXueR2bKGFJV0Fk76gwmA,1
UC3qn1yJA5PeW9rkGPatQxiw,UC4wq3DcbfaG6dtCqn8Oyu3w,1
UC3qn1yJA5PeW9rkGPatQxiw,UC5H8ASmMC9WrURmzeB4ySog,1
UC3qn1yJA5PeW9rkGPatQxiw,UC5bG9nc_JV3FsNP2KseQiYw,1
UC3qn1yJA5PeW9rkGPatQxiw,UC650pRT-OYzny3GwOH8Cgfw,1
UC3qn1yJA5PeW9rkGPatQxiw,UC6PvO1_k5lHKGdAPo5_C6TA,1
UC3qn1yJA5PeW9rkGPatQxiw,UC6YSZqL0vEcI-niPKIMUGfw,1
UC3qn1yJA5PeW9rkGPatQxiw,UC72gBAtyb_VXQlYDcFrh6oQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UC7VUuJr9cGh845CmTvf7TlQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UC8F2V63KZ4ZEay6opX2hAQw,1
UC3qn1yJA5PeW9rkGPatQxiw,UC8G5cJONY8L9voMyBW8Eoug,1
UC3qn1yJA5PeW9rkGPatQxiw,UC8r11yOugM2NuRfitQOxLLg,1
UC3qn1yJA5PeW9rkGPatQxiw,UC9vMq1YF-e7C-VO0SHkbUTA,1
UC3qn1yJA5PeW9rkGPatQxiw,UC9xr9QvIcDvoZNUX5f-jaZw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCA93ym2TXs_Ibyxb4Vcn-6Q,1
UC3qn1yJA5PeW9rkGPatQxiw,UCAlzM_N6xBlMYmM8EBzX86Q,1
UC3qn1yJA5PeW9rkGPatQxiw,UCAmtbUiIrUIhikru0ZoTFig,1
UC3qn1yJA5PeW9rkGPatQxiw,UCB5p8a5gklc80jJItP6xTHg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCCaYwkkbQGcvFoUmothVdQQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCDIMztpVm7G27qBuiWuT6oQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCDPWkUX3sNNaCx-m1dV4glA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCDQaQv0hr2SS_PO-CMEwVHg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCDUffaruH6dyUnUGwsTKpgg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCDftMWXQoJ6nONfY7GVOVjg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCDlr1VadSucIZgZ171pRBjQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCEgEQmRbtL5fwr9_DqAC--g,1
UC3qn1yJA5PeW9rkGPatQxiw,UCErZPJpHmLCsXs8ZWkAUupQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCFUuDARXdmmIrLppEqf-rFg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCFhxtoeARHPnXXPcDrOU3Xg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCFjudnPLoaSL1BaRuLahyHg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCFoIAE8k82D6AV-8gjjKaNg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCFxE8GbokBrBsPEKM1xrOjQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCGzXwyCzMzGmjmCbH3Hg01Q,1
UC3qn1yJA5PeW9rkGPatQxiw,UCHTGCgY2l-DQJIvlA_cpa_Q,1
UC3qn1yJA5PeW9rkGPatQxiw,UCHhHUjaMAZ8SiXdCUCj9DkQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCKDR0f2fu2UzWL8mBv5-BHw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCL13XhnRzbGokEkCkEOb0-g,1
UC3qn1yJA5PeW9rkGPatQxiw,UCL1MT278vSaQ83ZDkVWn1gw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCLFdHr9BEbXHkoJopbEPLZw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCLggDc_a5HriXv7I1h02sOA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCN6qbfPSzFtjhqUDZ3Cv3CQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCNBnKqWf4d-rS4HwJRQljmQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCNkcuy42zEwddwEcOd_HpnA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCOLGv5Pf6BF2wFcwUzgcvHg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCOS8ViEkccrTZx2w2ccxotA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCOh6DaZC_x9HASnlRylEMfw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCQ_-LPP8JAbfkc-b1Q6NvWw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCQgYjVngJRfPHDLGB5X6ZjA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCQqetiwzzmRNTM5OWuXarGQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCQtICyzWmhC5woCtbNgaSmg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCQtSFINs1h6GHkpg9o5kMvg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCRETAiYdh2dL5ZxB0_N1zDA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCRelkU8JiZBytTzebJxaa-w,1
UC3qn1yJA5PeW9rkGPatQxiw,UCRlCV9zSn7avAWh-9_XFWqQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCSou6a2OuYGSvPjm5psquyA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCTD6q1nyIe3Y7HhqjaMj72w,1
UC3qn1yJA5PeW9rkGPatQxiw,UCTP3O0rMnc8z8v8jaDQwL0w,1
UC3qn1yJA5PeW9rkGPatQxiw,UCThW2XNsAaBKme5PUt7n-Zg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCTwSut16JyAg3mX6LVUNGqA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCTylKrsqkrBKIqubMu_5N0Q,1
UC3qn1yJA5PeW9rkGPatQxiw,UCUIIIPTVDVHAXqhC_5V6lPA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCV0iizTBoOfdAFX_thfI9BA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCWIZUtKJ636y-4TYrNvok0g,1
UC3qn1yJA5PeW9rkGPatQxiw,UCXSkL3ejZ8qWYyF_M7s_QKA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCXXh7yg5KUFIWylTiKVEFKQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCXgr7vXlRrsaskPdo097kGA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCXr8_5WtGeipe4haOoQDgyQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCYN4wSQ1Sx4_LurxLlW7MPg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCYwpX26TrCxq8TvbKGRYLXA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCZ51R_9Q9C0c8I3pAWhtmjQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCZLG9qH0tUjNhEGFIUt0CYw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCcfdg8crmMJwEuLUsAhV7yg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCfM3nrxtTQMY5jFx1v1J4Gg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCgvw7xIdGFupzpt1Y_BFkEA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCh5ESQvtzyHDhCA7XyekCFA,1
UC3qn1yJA5PeW9rkGPatQxiw,UChZknRmJkeGeQk0-mQuhDOg,1
UC3qn1yJA5PeW9rkGPatQxiw,UChep9kVb5gQmpodEEl10Xlg,1
UC3qn1yJA5PeW9rkGPatQxiw,UChgkn5Jt5tWKYMoEOuCjz3Q,1
UC3qn1yJA5PeW9rkGPatQxiw,UChs3tU2BcKOT0CezykvAsGw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCi1b_TRQfgO1Z9O2gNGGWNA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCiGRBf2RNF0WRKhRVT7zFoA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCiMythXHsw7eQEMykCdmMUA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCipetjeiWj4CZB6EbyYziZg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCj-LL25XJnjxepPKCc3NGog,1
UC3qn1yJA5PeW9rkGPatQxiw,UCjSKM9j0Q7HLDr1hD6D-TUw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCjmPuazZJzscrwvk0QR9RVw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCkd9W714-947dEE6ZOEBATA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCl0ekS9Tt0jJGtOEM18S63w,1
UC3qn1yJA5PeW9rkGPatQxiw,UCljDbleJul41G1TzOjOZAVA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCmjppp6ujz3SAnULvP3sZMw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCmvOgzmmXbjUthHy-WJ52hQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCp4iw5_5SmV9VGTFSNVGOmQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCpIdtvoFHVLGASGB5ySqIEA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCpl8rF8uv_8uui-QRvuJaRA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCplrIQtaPj6au60_f2-mOYw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCpsKOkt5iWTbenzeuq7dsmQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCr1emrogPKkKTs_WTtx71xg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCrJn_rbo_ENAdeqneS-RmRw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCsJJAvrVGupdmhOqgtDp8dg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCsSXdJct-nsS8DsABoEsaYA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCsUCN0Yq_UyTvKjOJLmNrnQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCsjs5Hp_r86x1xbK6FAeqaA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCtNfIBnc5S5DbbQj_yxgJTw,1
UC3qn1yJA5PeW9rkGPatQxiw,UCtUR3_CAiE7fCoZHM6cMfyQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCueV9cTyTDwgQSec1x2dYgA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCujPF2nBgsTD62nWE3lcpIg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCut6b9S98nv84cVX89PmKzA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCvApqeCbLod-wejtT4CcVuA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCwO2SXr0ggzwg6QWWrr01nQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCwW2OFy95P7ZBkOPxWkpvYg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCwha8rxULYMVtNwZWeSkE1A,1
UC3qn1yJA5PeW9rkGPatQxiw,UCxff05WuyvwELNITi7bj7UA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCySYJU5kUh7X8gVt9la2ISA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCylqlpsh8ENNM1LqgQ1KbxA,1
UC3qn1yJA5PeW9rkGPatQxiw,UCz3gu01bmjNv0DpRq-K3XYg,1
UC3qn1yJA5PeW9rkGPatQxiw,UCzSfZlOVxBSs5ObD25ywxDQ,1
UC3qn1yJA5PeW9rkGPatQxiw,UCzoL2l5H5eVlorWGH8AZfAg,1
UC4cXueR2bKGFJV0Fk76gwmA,UC4wq3DcbfaG6dtCqn8Oyu3w,1
UC4cXueR2bKGFJV0Fk76gwmA,UC5H8ASmMC9WrURmzeB4ySog,1
UC4cXueR2bKGFJV0Fk76gwmA,UC5bG9nc_JV3FsNP2KseQiYw,1
UC4cXueR2bKGFJV0Fk76gwmA,UC650pRT-OYzny3GwOH8Cgfw,1
UC4cXueR2bKGFJV0Fk76gwmA,UC6PvO1_k5lHKGdAPo5_C6TA,1
UC4cXueR2bKGFJV0Fk76gwmA,UC6YSZqL0vEcI-niPKIMUGfw,1
UC4cXueR2bKGFJV0Fk76gwmA,UC72gBAtyb_VXQlYDcFrh6oQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UC7VUuJr9cGh845CmTvf7TlQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UC8F2V63KZ4ZEay6opX2hAQw,1
UC4cXueR2bKGFJV0Fk76gwmA,UC8G5cJONY8L9voMyBW8Eoug,1
UC4cXueR2bKGFJV0Fk76gwmA,UC8r11yOugM2NuRfitQOxLLg,1
UC4cXueR2bKGFJV0Fk76gwmA,UC9vMq1YF-e7C-VO0SHkbUTA,1
UC4cXueR2bKGFJV0Fk76gwmA,UC9xr9QvIcDvoZNUX5f-jaZw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCA93ym2TXs_Ibyxb4Vcn-6Q,1
UC4cXueR2bKGFJV0Fk76gwmA,UCAlzM_N6xBlMYmM8EBzX86Q,1
UC4cXueR2bKGFJV0Fk76gwmA,UCAmtbUiIrUIhikru0ZoTFig,1
UC4cXueR2bKGFJV0Fk76gwmA,UCB5p8a5gklc80jJItP6xTHg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCCaYwkkbQGcvFoUmothVdQQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCDIMztpVm7G27qBuiWuT6oQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCDPWkUX3sNNaCx-m1dV4glA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCDQaQv0hr2SS_PO-CMEwVHg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCDUffaruH6dyUnUGwsTKpgg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCDftMWXQoJ6nONfY7GVOVjg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCDlr1VadSucIZgZ171pRBjQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCEgEQmRbtL5fwr9_DqAC--g,1
UC4cXueR2bKGFJV0Fk76gwmA,UCErZPJpHmLCsXs8ZWkAUupQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCFUuDARXdmmIrLppEqf-rFg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCFhxtoeARHPnXXPcDrOU3Xg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCFjudnPLoaSL1BaRuLahyHg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCFoIAE8k82D6AV-8gjjKaNg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCFxE8GbokBrBsPEKM1xrOjQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCGzXwyCzMzGmjmCbH3Hg01Q,1
UC4cXueR2bKGFJV0Fk76gwmA,UCHTGCgY2l-DQJIvlA_cpa_Q,1
UC4cXueR2bKGFJV0Fk76gwmA,UCHhHUjaMAZ8SiXdCUCj9DkQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCKDR0f2fu2UzWL8mBv5-BHw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCL13XhnRzbGokEkCkEOb0-g,1
UC4cXueR2bKGFJV0Fk76gwmA,UCL1MT278vSaQ83ZDkVWn1gw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCLFdHr9BEbXHkoJopbEPLZw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCLggDc_a5HriXv7I1h02sOA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCN6qbfPSzFtjhqUDZ3Cv3CQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCNBnKqWf4d-rS4HwJRQljmQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCNkcuy42zEwddwEcOd_HpnA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCOLGv5Pf6BF2wFcwUzgcvHg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCOS8ViEkccrTZx2w2ccxotA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCOh6DaZC_x9HASnlRylEMfw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCQ_-LPP8JAbfkc-b1Q6NvWw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCQgYjVngJRfPHDLGB5X6ZjA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCQqetiwzzmRNTM5OWuXarGQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCQtICyzWmhC5woCtbNgaSmg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCQtSFINs1h6GHkpg9o5kMvg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCRETAiYdh2dL5ZxB0_N1zDA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCRelkU8JiZBytTzebJxaa-w,1
UC4cXueR2bKGFJV0Fk76gwmA,UCRlCV9zSn7avAWh-9_XFWqQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCSou6a2OuYGSvPjm5psquyA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCTD6q1nyIe3Y7HhqjaMj72w,1
UC4cXueR2bKGFJV0Fk76gwmA,UCTP3O0rMnc8z8v8jaDQwL0w,1
UC4cXueR2bKGFJV0Fk76gwmA,UCThW2XNsAaBKme5PUt7n-Zg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCTwSut16JyAg3mX6LVUNGqA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCTylKrsqkrBKIqubMu_5N0Q,1
UC4cXueR2bKGFJV0Fk76gwmA,UCUIIIPTVDVHAXqhC_5V6lPA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCV0iizTBoOfdAFX_thfI9BA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCWIZUtKJ636y-4TYrNvok0g,1
UC4cXueR2bKGFJV0Fk76gwmA,UCXSkL3ejZ8qWYyF_M7s_QKA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCXXh7yg5KUFIWylTiKVEFKQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCXgr7vXlRrsaskPdo097kGA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCXr8_5WtGeipe4haOoQDgyQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCYN4wSQ1Sx4_LurxLlW7MPg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCYwpX26TrCxq8TvbKGRYLXA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCZ51R_9Q9C0c8I3pAWhtmjQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCZLG9qH0tUjNhEGFIUt0CYw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCcfdg8crmMJwEuLUsAhV7yg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCfM3nrxtTQMY5jFx1v1J4Gg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCgvw7xIdGFupzpt1Y_BFkEA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCh5ESQvtzyHDhCA7XyekCFA,1
UC4cXueR2bKGFJV0Fk76gwmA,UChZknRmJkeGeQk0-mQuhDOg,1
UC4cXueR2bKGFJV0Fk76gwmA,UChep9kVb5gQmpodEEl10Xlg,1
UC4cXueR2bKGFJV0Fk76gwmA,UChgkn5Jt5tWKYMoEOuCjz3Q,1
UC4cXueR2bKGFJV0Fk76gwmA,UChs3tU2BcKOT0CezykvAsGw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCi1b_TRQfgO1Z9O2gNGGWNA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCiGRBf2RNF0WRKhRVT7zFoA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCiMythXHsw7eQEMykCdmMUA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCipetjeiWj4CZB6EbyYziZg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCj-LL25XJnjxepPKCc3NGog,1
UC4cXueR2bKGFJV0Fk76gwmA,UCjSKM9j0Q7HLDr1hD6D-TUw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCjmPuazZJzscrwvk0QR9RVw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCkd9W714-947dEE6ZOEBATA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCl0ekS9Tt0jJGtOEM18S63w,1
UC4cXueR2bKGFJV0Fk76gwmA,UCljDbleJul41G1TzOjOZAVA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCmjppp6ujz3SAnULvP3sZMw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCmvOgzmmXbjUthHy-WJ52hQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCp4iw5_5SmV9VGTFSNVGOmQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCpIdtvoFHVLGASGB5ySqIEA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCpl8rF8uv_8uui-QRvuJaRA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCplrIQtaPj6au60_f2-mOYw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCpsKOkt5iWTbenzeuq7dsmQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCr1emrogPKkKTs_WTtx71xg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCrJn_rbo_ENAdeqneS-RmRw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCsJJAvrVGupdmhOqgtDp8dg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCsSXdJct-nsS8DsABoEsaYA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCsUCN0Yq_UyTvKjOJLmNrnQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCsjs5Hp_r86x1xbK6FAeqaA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCtNfIBnc5S5DbbQj_yxgJTw,1
UC4cXueR2bKGFJV0Fk76gwmA,UCtUR3_CAiE7fCoZHM6cMfyQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCueV9cTyTDwgQSec1x2dYgA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCujPF2nBgsTD62nWE3lcpIg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCut6b9S98nv84cVX89PmKzA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCvApqeCbLod-wejtT4CcVuA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCwO2SXr0ggzwg6QWWrr01nQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCwW2OFy95P7ZBkOPxWkpvYg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCwha8rxULYMVtNwZWeSkE1A,1
UC4cXueR2bKGFJV0Fk76gwmA,UCxff05WuyvwELNITi7bj7UA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCySYJU5kUh7X8gVt9la2ISA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCylqlpsh8ENNM1LqgQ1KbxA,1
UC4cXueR2bKGFJV0Fk76gwmA,UCz3gu01bmjNv0DpRq-K3XYg,1
UC4cXueR2bKGFJV0Fk76gwmA,UCzSfZlOVxBSs5ObD25ywxDQ,1
UC4cXueR2bKGFJV0Fk76gwmA,UCzoL2l5H5eVlorWGH8AZfAg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC5H8ASmMC9WrURmzeB4ySog,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC5bG9nc_JV3FsNP2KseQiYw,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC650pRT-OYzny3GwOH8Cgfw,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC6PvO1_k5lHKGdAPo5_C6TA,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC6YSZqL0vEcI-niPKIMUGfw,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC72gBAtyb_VXQlYDcFrh6oQ,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC7VUuJr9cGh845CmTvf7TlQ,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC8F2V63KZ4ZEay6opX2hAQw,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC8G5cJONY8L9voMyBW8Eoug,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC8r11yOugM2NuRfitQOxLLg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC9vMq1YF-e7C-VO0SHkbUTA,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UC9xr9QvIcDvoZNUX5f-jaZw,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCA93ym2TXs_Ibyxb4Vcn-6Q,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCAlzM_N6xBlMYmM8EBzX86Q,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCAmtbUiIrUIhikru0ZoTFig,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCB5p8a5gklc80jJItP6xTHg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCCaYwkkbQGcvFoUmothVdQQ,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCDIMztpVm7G27qBuiWuT6oQ,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCDPWkUX3sNNaCx-m1dV4glA,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCDQaQv0hr2SS_PO-CMEwVHg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCDUffaruH6dyUnUGwsTKpgg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCDftMWXQoJ6nONfY7GVOVjg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCDlr1VadSucIZgZ171pRBjQ,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCEgEQmRbtL5fwr9_DqAC--g,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCErZPJpHmLCsXs8ZWkAUupQ,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCFUuDARXdmmIrLppEqf-rFg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCFhxtoeARHPnXXPcDrOU3Xg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCFjudnPLoaSL1BaRuLahyHg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCFoIAE8k82D6AV-8gjjKaNg,1
UC4wq3DcbfaG6dtCqn8Oyu3w,UCFxE8GbokBrBsPEKM1xrOjQ,1
