nodo,grado,grado_ponderado,betweenness,closeness,pagerank,red,eigenvector_comp_mayor,tipo
UCRfkkatKrNtAARnXMMYBGlA,1,1,0.0,0.1326122448979592,0.0012314659094801786,Bipartita,2.719753877234905e-06,autor
UCRlCV9zSn7avAWh-9_XFWqQ,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCRvPToDkkumha7WJAfCDk1A,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCRznz9-N3Qc1w-qNdLSIY2Q,1,1,0.0,0.03644314868804665,0.0015921333404745244,Bipartita,,autor
UCSTAUWVc1_82DHYeqOsqEFA,1,1,0.0,0.03644314868804665,0.0015921333404745244,Bipartita,,autor
UCSou6a2OuYGSvPjm5psquyA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCTD6q1nyIe3Y7HhqjaMj72w,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCTP3O0rMnc8z8v8jaDQwL0w,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCTTILH6QCIxbTnEWxwRqs1g,1,1,0.0,0.12357371063441351,0.0015133016567510666,Bipartita,2.364779232601078e-06,autor
UCThW2XNsAaBKme5PUt7n-Zg,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCTwSut16JyAg3mX6LVUNGqA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCTylKrsqkrBKIqubMu_5N0Q,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCUIIIPTVDVHAXqhC_5V6lPA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCUoYsrx1oZnCZ0usbBJn4fA,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCV0iizTBoOfdAFX_thfI9BA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCV0lM03g5fg5pbPj97-sAtA,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCV3fr-YOixFKCZBbJP1-X4w,1,5,0.0,0.1326122448979592,0.004447927837999184,Bipartita,1.3598769386130445e-05,autor
UCVC2QugcI1G4RvlCiUqd1aQ,1,2,0.0,0.16792433326442008,0.0023082825880918496,Bipartita,0.0003758882002341065,autor
UCVQf0tzL7xRzFJsABVVULpg,1,1,0.0,0.170640756302521,0.0012735810348890395,Bipartita,0.00041358525581382504,autor
UCVdjCrh4tQoX3haNAZv-n5A,1,1,0.0,0.026448979591836733,0.0012806576023992745,Bipartita,,autor
UCVhif9eV0f8plICen2DnpKA,1,1,0.0,0.12227156405238597,0.0015691590271952158,Bipartita,1.5186531327348356e-06,autor
UCW-JC6lebVmf2P1dmY_L94g,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCW80DaMjQlEUibC98Cot-Dg,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCWIZUtKJ636y-4TYrNvok0g,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCWWkebAekppaL5b5CNlppuw,1,1,0.0,0.005142857142857143,0.0019761768014137345,Bipartita,,autor
UCWaRixDdpgllTBf4V0jPnKQ,1,2,0.0,0.1326122448979592,0.0020355813916099297,Bipartita,5.43950775446981e-06,autor
UCWoAVGVqCn4xtINCMOTM4jg,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCWvntqPQx99k_Z_skWKqNSA,1,1,0.0,0.1326122448979592,0.0012314659094801786,Bipartita,2.719753877234905e-06,autor
UCXN2s7DwTJm33xO-pNkAdaA,1,1,0.0,0.10232426303854876,0.0014900677837631294,Bipartita,1.1376327283817565e-08,autor
UCXO1BBohNWXkK9SBDAG2ySg,1,1,0.0,0.12357371063441351,0.0015133016567510666,Bipartita,2.364779232601078e-06,autor
UCXSkL3ejZ8qWYyF_M7s_QKA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCXVLc8CmAO813ubM-fLvCDw,1,1,0.0,0.12357371063441351,0.0015133016567510666,Bipartita,2.364779232601078e-06,autor
UCXXh7yg5KUFIWylTiKVEFKQ,1,2,0.0,0.22186561048893746,0.0021930837660868027,Bipartita,0.08853403253039882,autor
UCXgr7vXlRrsaskPdo097kGA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCXl30Y_upRqbti52fmjK4YA,1,1,0.0,0.12357371063441351,0.0015133016567510666,Bipartita,2.364779232601078e-06,autor
