author_channel_id,author_name,n_comentarios,n_videos,grado
UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,4.0,3.0,28
UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,1.0,1.0,12
UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,1.0,1.0,12
UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,1.0,1.0,15
UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,1.0,1.0,127
UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,1.0,1.0,24
UCwW2OFy95P7ZBkOPxWkpvYg,@TeresaLucero-b5o,2.0,1.0,127
UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,1.0,1.0,48
UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,1.0,1.0,127
UCwjUvRseNtJoItylIyIez7Q,@Silviazea,1.0,1.0,48
UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,1.0,1.0,31
UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,1.0,1.0,24
UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,1.0,1.0,15
UCxff05WuyvwELNITi7bj7UA,@markoherrera,1.0,1.0,127
UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,1.0,1.0,17
UCyJhqmMbsvjpoarBBStA2kg,@Murmullodelbarrio,6.0,1.0,31
UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,1.0,1.0,127
UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,1.0,1.0,5
UCylqlpsh8ENNM1LqgQ1KbxA,@Jel.Awesh.M,3.0,2.0,174
UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,1.0,1.0,1
UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,1.0,1.0,24
UCz3gu01bmjNv0DpRq-K3XYg,@eusebiovasquez4385,2.0,1.0,127
UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,1.0,1.0,127
UCzZ6dDCEsLMXbc5pCFXIprw,@josegil3813,2.0,2.0,49
UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,1.0,1.0,127
